,Query String,position,snippet,title,url
228,drama (theatre),5,"Alternative Title: drama Theatre, also spelled theater, in dramatic arts, an art concerned almost exclusively with live performances in which the action is precisely planned to create a coherent and significant sense of drama.",Theatre | art | Britannica,https://www.britannica.com/art/theatre-art
229,drama (theatre),6,"It a multiplex theatre with 3 screens,the best theatre in tiruppur. 7. S2 Cinemas Perambur (54) Cinemas. by AbdulwahaabS. The theaterical effects are very pleasing and enjoyed the movie alot ...very good place for planning a Hollywood time. 8. Baba Cinemas [ Archana & Darsana ] Theatres (38) Cinemas. 9. Kamala Cinemas (17) Cinemas. T. Nagar. 10. LA Cinema Maris (13) Cinemas. by exactlymedinesh. Well …",THE 10 BEST Tamil Nadu Movie Theatres (with Photos) - …,https://www.tripadvisor.in/Attractions-g297674-Activities-c56-t97-Tamil_Nadu.html
230,drama (theatre),7,The National School of Drama is one of the foremost theatre training institutions in the world and the only one of its kind in India. It was set up by the Sangeet Natak Akademi as one of its constituent units in 1959.,"National School of Drama, New Delhi, India",https://nsd.gov.in/delhi/
231,drama (theatre),8,Varadharaja Theatre 4K Dolby Atmos; Ags Cinemas T. Nagar - Chennai; INOX Chandra Metro Mall - Virugambakkam; PVR Ampa Skywalk Mall - Aminjikarai; PVR Playhouse Heritage RSL-ECR Chennai; Vela Cinemas 2K 3D - Thiruninravur; Sri Venkateswara Talkies A/C Dolby Atmos; Lakshmi Bala Movie Park 2K DTS A/C - Padi; Gopikrishna - Ayanavaram A/C 4K Dolby Atmos; F8 Cinema A/C DTS DOLBY 9.1.2 …,"Online Movie Tickets Booking, Theatre Booking in Chennai, …",https://www.ticketnew.com/
232,drama (theatre),9,"The 3 stories are Kaligala Mainar, School Drama and Soorapuli. When Zoom lens was not invented such an effect was pioneered in Ponmudi (1950 film) for which the French Government awarded the cameraman. Has a unique record of having five former Chief Ministers of India in its payroll. Frequently used foreigners like Ellis R. Dungan, Mani Lal Tandon, Bomman D. Irani to bring up the quality factor of …",Modern Theatres - Wikipedia,https://en.wikipedia.org/wiki/Modern_Theatres
233,drama (theatre),10,"List of nearest cinemas, multiplexes & movie theaters including Cinemax, Fun Cinemas, PVR, Cinepolis & Big Cinemas in INDIA available at BookMyShow.",Movie Theaters & Cinemas Near You in INDIA – BookMyShow,https://in.bookmyshow.com/cinemas/
234,music theatre,1,"Musical theatre is a form of theatrical  performance that combines songs, spoken dialogue, acting and dance. The story and emotional content of a musical – humor, pathos, love, anger – are communicated through words, music, movement and technical aspects of the entertainment as an integrated whole.",Musical theatre - Wikipedia,https://en.wikipedia.org/wiki/Musical_theatre
235,music theatre,2,"Theatre music is all music composed to govern, enhance, or support a theatrical conception. Music composed for theatrical purposes obeys different laws than does the music for concert performance or conventional opera.",Theatre music | musical genre | Britannica,https://www.britannica.com/art/theatre-music
236,music theatre,3,,Musical Theater - New World Encyclopedia,https://www.newworldencyclopedia.org/entry/Musical_Theater
237,music theatre,4,,What Is Musical Theater? - History & Terms - Video & Lesson …,https://study.com/academy/lesson/what-is-musical-theater-history-terms.html
238,music theatre,5," · Musical theater is an art form and type of entertainment that combines acting, dancing, and singing. Musical theater productions, also known as musicals, are performed around the world. From plays...",History of Musical Theatre: Lesson for Kids - Video & Lesson …,https://study.com/academy/lesson/history-of-musical-theatre-lesson-for-kids.html
239,music theatre,6,"Music System : Shop for home theatre & music system online at best prices in India at Amazon.in. Get Free 1 or 2 day delivery with Amazon Prime, EMI offers, Cash on Delivery on eligible purchases.",Music System: Buy Home Theatre System online at best prices in …,https://www.amazon.in/Home-Theatre-Systems/b?node=1389387031
240,music theatre,7,"Music Theater Works (formerly Light Opera Works) is a resident professional not-for-profit musical theatre  company in Evanston, Illinois. It was founded in 1980 by Philip Kraus, Bridget McDonough, and Ellen Dubinsky. Music Theater Works has presented over 75 productions of operetta  and musical theatre  at Northwestern University's 1,000-seat Cahn Auditorium. Since 1998, in addition to its three annua…",Music Theater Works - Wikipedia,https://en.wikipedia.org/wiki/Music_Theater_Works
241,music theatre,8," · Musical Theatre Combine acting, song and movement through performance Musical Theatre exams provide learners with the opportunity to integrate acting, singing and movement.",Musical Theatre | Trinity College London,https://www.trinitycollege.com/qualifications/drama/2020-grades/musical-theatre/
242,music theatre,9,Varadharaja Theatre 4K Dolby Atmos; Ags Cinemas T. Nagar - Chennai; INOX Chandra Metro Mall - Virugambakkam; PVR Ampa Skywalk Mall - Aminjikarai; PVR Playhouse Heritage RSL-ECR Chennai; Vela Cinemas 2K 3D - Thiruninravur; Sri Venkateswara Talkies A/C Dolby Atmos; Lakshmi Bala Movie Park 2K DTS A/C - Padi; Gopikrishna - Ayanavaram A/C 4K Dolby Atmos; F8 Cinema …,"Online Movie Tickets Booking, Theatre Booking in Chennai, …",https://www.ticketnew.com/
243,music theatre,10," · An Official Web Site of Salem District Administration. About District. Salem is a Geologist’s paradise,surrounded by hills and the landscape dotted with hillocks.Salem has a vibrant culture dating back to the ancient Kongu Nadu.","Salem District, Government of Tamil Nadu | An Official Web Site of ...",https://salem.nic.in/
244,cabaret,1,"Cabaret is a form of theatrical entertainment  featuring music, song, dance, recitation, or drama. It is mainly distinguished by the performance venue, which might be a pub, a casino, a hotel, a restaurant, or a nightclub   with a stage for performances.",Cabaret - Wikipedia,https://en.wikipedia.org/wiki/Cabaret
245,cabaret,2,"Cabaret, restaurant that serves liquor and offers a variety of musical entertainment. At the Moulin Rouge, oil on canvas by Henri de Toulouse-Lautrec, 1893–95; in the Art Institute of Chicago. The cabaret probably originated in France in the 1880s as a small club in which the audience was grouped around a platform.",Cabaret | Britannica,https://www.britannica.com/art/cabaret
246,cabaret,3," · Cabaret (1972) - IMDb. Directed by Bob Fosse. With Liza Minnelli, Michael York, Helmut Griem, Joel Grey. A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them. Menu.",Cabaret (1972) - IMDb,https://www.imdb.com/title/tt0068327/
247,cabaret,4,"Cabaret definition, a restaurant providing food, drink, music, a dance floor, and often a floor show. See more.",Cabaret | Definition of Cabaret at Dictionary.com,https://www.dictionary.com/browse/cabaret
248,cabaret,5,"Cabaret is a 1966 musical  with music by John Kander, lyrics by Fred Ebb, and book by Joe Masteroff. The musical was based on John Van Druten's 1951 play I Am a Camera  which was adapted from the semi-autobiographical novel Goodbye to Berlin  (1939) by Anglo-American writer Christopher Isherwood. Set in 1929–1930  Berlin during the waning days of the Weimar Republic  as the Nazisare ascending to power, the musical focuses on the hedonistic nightlife at the seedy Kit Kat Klub, and revolves around A…",Cabaret (musical) - Wikipedia,https://en.wikipedia.org/wiki/Cabaret_(musical)
249,cabaret,6,"cabaret In this case the expectant void is merely an extension of the roadie cabaret. From the Cambridge English Corpus He is a cabaret fool, who plays on a mechanical piano at the bottom of the stage, at the …",CABARET | meaning in the Cambridge English Dictionary,https://dictionary.cambridge.org/dictionary/english/cabaret
250,cabaret,7,"In Berlin in 1931, American cabaret singer Sally Bowles (Liza Minnelli) meets British academic Brian Roberts (Michael York), who is finishing his university studies.",Cabaret (1972) - Rotten Tomatoes,https://www.rottentomatoes.com/m/cabaret
251,cabaret,8,"In the heart of Salem lies the hottest adult entertainment in the area: Stars Cabaret. Whether you are planning a bachelor party, in town on business or simply looking for a relaxing evening with some sizzling entertainment, Stars will never cease to amaze. Join us in July for GREAT SPECIALS! 1,2,3, at 4. 4:00-6:00 pm Every Day in July. $1 Hotdogs. $2 Hamburgers. $3 16 oz. PBR",Salem Gentlemans Club - Stars Cabaret and Steakhouse,https://www.starscabaret.com/salem-gentlemans-club.html
252,cabaret,9,"Google allows users to search the Web for images, news, products, video, and other content.",Google,http://www.google.com/
253,musical,1,"Musical, also called musical comedy, theatrical production that is characteristically sentimental and amusing in nature, with a simple but distinctive plot, and offering music, dancing, and dialogue.","musical | Definition, History, Examples, & Facts | Britannica",https://www.britannica.com/art/musical
254,musical,2,Music is the sound that people make when they sing or play instruments. Music is an uncount noun. You use the singular form of a verb after it. Their music is uplifting and fun.,Musical - definition of musical by The Free Dictionary,https://www.thefreedictionary.com/musical
255,musical,3,2 : a film or theatrical production typically of a sentimental or humorous nature that consists of musical numbers and dialogue based on a unifying plot Other Words from musical Synonyms & Antonyms …,Musical | Definition of Musical by Merriam-Webster,https://www.merriam-webster.com/dictionary/musical
